id,product_name,image,link,parsed,caption,tier,component_name,rigid_or_soft,is_reusable,dim_l_mm,dim_w_mm,dim_h_mm,shape,volume_cm3,materials,n_materials,component_mass_g,component_carbon_kg,component_water_l
6,Charlotte Tilbury,demo-reccommandation/6.webp,https://www.mecca.com/en-au/charlotte-tilbury/hot-lips-lipstick-V-051589/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is presented in a cylindrical, rose-gold container with a screw-cap closure. The lipstick itself is a muted pink shade and appears to be approximately 3 inches in length.",SP,Tissue Paper Insert,Soft,,100,80,15,flat,120.0,Paper - Tissue:3.2g,1,3.2,0.0111,4.12
6,Charlotte Tilbury,demo-reccommandation/6.webp,https://www.mecca.com/en-au/charlotte-tilbury/hot-lips-lipstick-V-051589/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is presented in a cylindrical, rose-gold container with a screw-cap closure. The lipstick itself is a muted pink shade and appears to be approximately 3 inches in length.",TP,"Master Carton (Shipping Case, 24 units)",Rigid,,380,280,150,box,15960.0,Corrugated:420.0g,1,420.0,0.7014,112.5
6,Charlotte Tilbury,demo-reccommandation/6.webp,https://www.mecca.com/en-au/charlotte-tilbury/hot-lips-lipstick-V-051589/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is presented in a cylindrical, rose-gold container with a screw-cap closure. The lipstick itself is a muted pink shade and appears to be approximately 3 inches in length.",TP,Corrugated Divider Insert (12-cell),Rigid,,360,250,180,box,16200.0,Corrugated:280.0g,1,280.0,0.4676,75.0
6,Charlotte Tilbury,demo-reccommandation/6.webp,https://www.mecca.com/en-au/charlotte-tilbury/hot-lips-lipstick-V-051589/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is presented in a cylindrical, rose-gold container with a screw-cap closure. The lipstick itself is a muted pink shade and appears to be approximately 3 inches in length.",TP,Stretch Wrap (Pallet Wrap),Soft,,180,900,80,box,12960.0,Low-Density Polyethylene:120.0g,1,120.0,0.2724,73.78
6,Charlotte Tilbury,demo-reccommandation/6.webp,https://www.mecca.com/en-au/charlotte-tilbury/hot-lips-lipstick-V-051589/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is presented in a cylindrical, rose-gold container with a screw-cap closure. The lipstick itself is a muted pink shade and appears to be approximately 3 inches in length.",TP,Wooden Pallet (Softwood),Soft,True,1200,800,150,flat,144000.0,Softwood:22000.0g,1,22000.0,9503.34,913.0
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",PP,Lipstick Tube (Barrel),Rigid,False,120,12,12,cylindrical,17.28,Polypropylene:8.2g,1,8.2,0.0188,3.27
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",PP,Lipstick Stick (Formulation),Soft,False,6,6,6,box,0.22,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",PP,Twist-Based Closure (Top Cap),Rigid,False,25,15,12,cylindrical,4.5,Polypropylene:4.1g,1,4.1,0.0094,1.64
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",PP,Inner Mechanism (Screw Base),Rigid,False,18,8,8,cylindrical,1.15,Polypropylene:3.2g,1,3.2,0.0073,1.28
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",PP,Paper Label (Wrap),Soft,False,55,32,12,box,21.12,Paper - Label:1.2g; Ink - Water Based:0.3g,2,1.5,0.0031,2.17
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",SP,Folding Carton Box,Rigid,False,85,52,22,box,97.24,Folding Box Board:18.5g; Ink - Water Based:0.8g,2,19.3,0.0475,9.49
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",SP,Tissue Paper Insert,Soft,False,38,25,8,box,7.6,Paper - Tissue:2.1g,1,2.1,0.0073,2.7
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",TP,Shipping Carton (24 units),Rigid,False,320,220,80,box,5632.0,Corrugated:420.0g,1,420.0,0.7014,112.5
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",TP,Corrugated Divider Insert,Rigid,False,180,90,30,box,486.0,Corrugated:85.0g,1,85.0,0.1419,22.77
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",TP,Stretch Wrap (Pallet),Soft,False,1200,800,,unknown,,Low-Density Polyethylene:180.0g,1,180.0,0.4086,110.66
7,Tom Ford,demo-reccommandation/7.webp,https://www.mecca.com/en-au/tom-ford/slim-lip-color-shine-V-065069/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, dark-coloured tube with a gold-coloured inner mechanism. It features a twist-based closure and appears to be approximately 12 centimeters in length.",TP,Wooden Pallet (Softwood),Rigid,True,1200,800,,unknown,,Softwood:1850.0g,1,1850.0,799.1445,76.78
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",PP,Lipstick Tube (Barrel),Rigid,False,125,12,125,flat,187.5,Polypropylene:8.2g,1,8.2,0.0188,3.27
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",PP,Lipstick Stick (Product Core),Soft,False,125,4,4,cylindrical,2.0,Paraffin Wax:2.8g; Talc:0.4g,2,3.2,0.1358,0.36
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",PP,Cap (Closure),Rigid,False,12,12,12,box,1.73,Polypropylene:3.1g,1,3.1,0.0071,1.24
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",PP,Label (Wrap),Soft,False,45,12,12,cylindrical,6.48,Paper - Label:0.8g; Ink - Water Based:0.1g,2,0.9,0.0018,1.43
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",SP,Carton Box (Unit),Rigid,False,145,85,45,box,554.62,Folding Box Board:18.5g; Ink - Water Based:0.3g,2,18.8,0.0463,9.34
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",SP,Tissue Insert,Soft,False,120,80,20,flat,192.0,Paper - Tissue:1.2g,1,1.2,0.0042,1.55
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",TP,Master Carton (Shipping),Rigid,False,320,240,120,box,9216.0,Corrugated:420.0g; Ink - Water Based:2.1g,2,422.1,0.7067,113.09
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",TP,Corrugated Divider Insert,Rigid,False,180,120,40,box,864.0,Corrugated:95.0g,1,95.0,0.1586,25.45
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",TP,Stretch Wrap (Case),Soft,False,280,520,120,box,17472.0,Low-Density Polyethylene:85.0g,1,85.0,0.193,52.26
8,Clinique,demo-reccommandation/8.webp,https://www.mecca.com/en-au/clinique/almost-lipstick-V-076910/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the image:

The product is a cylindrical lipstick tube with a silver barrel and a silver screw-cap closure. The lipstick stick itself is a deep, muted purple colour and appears to be approximately 1.5 inches in length.",TP,Wooden Pallet,Rigid,True,1200,800,150,flat,144000.0,Hardwood:22000.0g,1,22000.0,8735.54,896.06
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Lipstick Tube (Barrel),Rigid,True,125.0,12.0,12.0,cylindrical,18.0,Polypropylene:4.2g,1,4.2,0.0096,1.68
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Lipstick Twist Base,Rigid,False,28.0,18.0,18.0,cylindrical,9.07,Acrylonitrile Butadiene Styrene:3.8g,1,3.8,0.0198,9.28
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Lipstick Twist Mechanism,Rigid,False,12.0,8.0,6.0,cylindrical,0.58,Polyoxymethylene:1.6g,1,1.6,0.0062,2.09
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Lipstick Cap,Rigid,True,32.0,22.0,18.0,box,12.67,Polypropylene:4.1g,1,4.1,0.0094,1.64
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Lipstick Inner Seal/Wax,Soft,False,,,,unknown,,Paraffin Wax:1.2g,1,1.2,0.0015,0.14
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",PP,Product Label (Wrap),Soft,False,48.0,32.0,1.2,flat,1.84,Paper - Label:0.8g,1,0.8,0.0015,1.4
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",SP,Retail Carton Box,Rigid,False,145.0,85.0,55.0,box,677.88,Folding Box Board:18.5g,1,18.5,0.0455,9.26
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",SP,Tissue Paper Insert,Soft,False,,,,unknown,,Paper - Tissue:1.2g,1,1.2,0.0042,1.55
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",SP,Product Information Leaflet,Soft,False,,,,unknown,,Paper - Bleached Kraft:2.1g,1,2.1,0.0036,1.93
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",TP,Master Carton (36 units),Rigid,False,420.0,280.0,180.0,box,21168.0,Corrugated:485.0g,1,485.0,0.8099,129.91
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",TP,Corrugated Divider Insert (36-cell),Rigid,False,380.0,250.0,150.0,box,14250.0,Corrugated:210.0g,1,210.0,0.3507,56.25
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",TP,Stretch Wrap (Pallet),Soft,False,,,,unknown,,Low-Density Polyethylene:185.0g,1,185.0,0.4199,113.74
9,MAC Cosmetics,demo-reccommandation/9.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-silky-matte-lipstick-V-065358/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the image:

The product is presented in a cylindrical, black container with a screw-cap closure. It’s approximately 3.8 inches tall and contains a lipstick stick with a muted, reddish-brown hue.",TP,Wooden Pallet (Softwood),Rigid,True,1200.0,800.0,150.0,flat,144000.0,Softwood:22000.0g,1,22000.0,9503.34,913.0
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",PP,Lipstick Tube Body,Rigid,False,125,18,110,flat,247.5,Polypropylene:8.2g,1,8.2,0.0188,3.27
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",PP,Lipstick Stick (Core),Soft,False,65,8,8,cylindrical,4.16,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",PP,Rotating Base,Rigid,False,45,45,15,box,30.38,Acrylonitrile Butadiene Styrene:6.3g,1,6.3,0.0328,15.38
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",PP,Cap,Rigid,False,32,32,8,flat,8.19,Polypropylene:3.1g,1,3.1,0.0071,1.24
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",PP,Inner Seal/Liner,Soft,False,12,12,2,flat,0.29,Low-Density Polyethylene:0.4g,1,0.4,0.0009,0.25
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",SP,Retail Carton Box,Rigid,False,145,85,55,box,677.88,Folding Box Board:18.5g,1,18.5,0.0455,9.26
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",SP,Product Information Leaflet,Soft,False,90,60,1.2,flat,6.48,Paper - Bleached Kraft:1.2g,1,1.2,0.0021,1.1
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",TP,Master Shipping Carton (24 units),Rigid,False,385,265,145,box,14793.62,Corrugated:420.0g,1,420.0,0.7014,112.5
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",TP,Stretch Wrap (Pallet),Soft,False,1800,850,,unknown,,Low-Density Polyethylene:125.0g,1,125.0,0.2838,76.85
10,MECCA MAX,demo-reccommandation/10.webp,https://www.mecca.com/en-au/mecca-max/pout-pop-sheer-lipstick-V-047808/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the image:

The product is housed in a cylindrical container with a bright red exterior and a gold-colored rotating base. A solid, reddish-brown stick is visible extending from the base, indicating the product’s core component.",TP,Wooden Pallet,Rigid,True,1200,800,150,flat,144000.0,Hardwood:1850.0g,1,1850.0,734.5795,75.35
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",PP,Lipstick Tube (Plastic Barrel),Rigid,,92.0,18.0,120.0,flat,198.72,Polypropylene:8.2g,1,8.2,0.0188,3.27
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",PP,Lipstick Stick (Formulation & Colour),Soft,,65.0,8.0,12.0,box,6.24,Paraffin Wax:32.0g; Talc:2.0g,2,34.0,0.7018,3.87
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",PP,Cap (Plastic Closure),Rigid,,22.0,22.0,8.0,box,3.87,Acrylonitrile Butadiene Styrene:4.1g,1,4.1,0.0214,10.01
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",PP,Wand Applicator (Twist-Up Tool),Rigid,True,68.0,4.0,2.8,cylindrical,0.76,Polypropylene:2.1g; Stainless Steel:0.8g,2,2.9,0.0072,1.61
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",PP,Label (Sleeve Wrap),Soft,,98.0,32.0,1.2,flat,3.76,Paper - Label:1.1g; Ink - Water Based:0.2g,2,1.3,0.0026,1.98
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",SP,Carton Box (Folding Cartonboard),Rigid,,148.0,85.0,28.0,box,352.24,Folding Box Board:18.5g; Ink - Water Based:0.8g,2,19.3,0.0475,9.49
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",SP,Leaflet Insert (Product Information),Soft,,105.0,70.0,2.0,flat,14.7,Paper - Bleached Kraft:2.1g; Ink - Water Based:0.3g,2,2.4,0.0044,2.01
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",TP,"Master Carton (Shipping Carton, 24 units)",Rigid,,385.0,272.0,125.0,box,13090.0,Corrugated:520.0g,1,520.0,0.8684,139.29
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",TP,Stretch Wrap (Pallet Wrap),Soft,,180.0,95.0,,unknown,,Low-Density Polyethylene:125.0g,1,125.0,0.2838,76.85
